year,rejects,intercept,mean_coefficient,reviewer_count_coefficient,zero_citation_percentile,pool_mean_percentile
2017,244,-1.0199511789157758,1.0973167556478223,0.4388673521673722,9.147609147609147,38.07792343357197
2018,491,-2.5900445807426187,1.1462311820626865,0.9530282831528759,12.1875,36.51140978107344
2019,917,-0.5358904507071521,1.1045331837157393,0.31620228777702164,13.305139882888744,39.56337837088732
2021,1735,-0.041426926422610096,1.069470389903271,0.21054549726825297,19.128658951667802,42.54384373963431
2022,1525,0.4119540748609858,1.0314370534629547,0.1855679783540587,17.163856463467358,44.12829658452227
2023,2226,0.0857248184100677,1.0306428090795616,0.28162611064666393,15.296,42.20932026143791
2024,3487,0.3498875304581742,1.0228199421136768,0.2209748406513396,20.810640971931296,46.11046660343936
