budget_pct,slots,rule,scenario,resolved_selected,coverage,mean_percentile,ci_low,ci_high,difference_lottery,difference_ci_low,difference_ci_high
1,32,D2,observed_only,26.0,0.8125,44.18311665783393,31.911189387027644,52.78941793739253,3.0687967843772057,-9.179452046534886,11.753392943446892
1,32,D2,missing_percentile_0,26.0,0.8125,35.89878228449007,23.29191349149313,44.979431804965,1.0854797241754781,-11.381160483999945,9.975416270848594
1,32,D2,missing_pool_mean,26.0,0.8125,44.0738095912825,34.200439754140696,51.048511725461935,2.577321706806643,-7.17269184872621,9.607559121165503
1,32,D2,missing_zero_citation_percentile,26.0,0.8125,39.23980552690273,28.099490500683437,47.013222939978675,1.8354500152065256,-9.334109494152575,9.661523235123836
1,32,mean,observed_only,30.0,0.9375,58.45774204741104,47.861563029118756,65.79771776428862,17.343422173954316,6.745888971062311,24.65830147084366
1,32,mean,missing_percentile_0,30.0,0.9375,54.80413316944785,42.409220710512116,61.40408072640892,19.990830609133262,7.602505554128325,26.654745787556326
1,32,mean,missing_pool_mean,30.0,0.9375,57.5621517059805,47.58830099694933,63.8650581893451,16.065663821504643,6.122661897611982,22.342121685914936
1,32,mean,missing_zero_citation_percentile,30.0,0.9375,55.87687419841457,44.903887445001615,62.23791112477842,18.472518686718367,7.518312348259605,24.761793924122866
1,32,variance,observed_only,28.0,0.875,39.843510312255695,31.157828234914255,51.381104385715155,-1.2708095612010268,-9.832486050208564,10.232363855761056
1,32,variance,missing_percentile_0,28.0,0.875,34.86307152322373,25.88653847899802,46.222545797041704,0.04976896290914112,-8.903451573601208,11.282667848455807
1,32,variance,missing_pool_mean,28.0,0.875,40.32959444488627,32.50222713816792,50.44629679807766,-1.166893439589586,-8.807334074613703,8.994540950848707
1,32,variance,missing_zero_citation_percentile,28.0,0.875,37.06995365891341,28.98905882306121,47.75984642536129,-0.3344018527827899,-8.333967122871039,10.193400664509998
1,32,max,observed_only,24.0,0.75,54.25123462099098,42.08411965790907,64.15692075716542,13.136914747534256,1.0191098154368095,23.09619974928662
1,32,max,missing_percentile_0,24.0,0.75,40.688425965743235,30.96124473378266,53.19734157547821,5.875123405428646,-3.899874161182218,18.300216131776263
1,32,max,missing_pool_mean,24.0,0.75,51.5778464176977,42.4374443570113,60.09647335428981,10.081358533221845,0.9612436835255247,18.5156225817034
1,32,max,missing_zero_citation_percentile,24.0,0.75,44.85880518846699,35.60136582944208,55.61610414698941,7.4544496767707855,-1.8654671284238429,18.20555359573056
1,32,max_resid,observed_only,24.0,0.75,36.62524885157538,28.68388078239011,50.24930054866808,-4.489071021881344,-12.49046920691418,9.162594261099038
1,32,max_resid,missing_percentile_0,24.0,0.75,27.468936638681534,19.8897076706181,41.38991720688806,-7.344365921633056,-14.781956321101836,6.446081952660375
1,32,max_resid,missing_pool_mean,24.0,0.75,38.308842939233266,31.955549865015854,48.960784816517204,-3.187644945242589,-9.512377335558211,7.4684390060334644
1,32,max_resid,missing_zero_citation_percentile,24.0,0.75,31.700715939161555,25.41033079348555,44.0827287640763,-5.703639572534648,-12.109519377413775,6.593828210012359
1,32,lottery,observed_only,27.09580713870153,0.8467439730844228,41.11431987345672,40.51745175480373,41.704195915265736,0.0,0.0,0.0
1,32,lottery,missing_percentile_0,27.09580713870153,0.8467439730844228,34.81330256031459,34.19365668253196,35.48116252564883,0.0,0.0,0.0
1,32,lottery,missing_pool_mean,27.09580713870153,0.8467439730844228,41.496487884475854,40.85149000730209,42.14090897241976,0.0,0.0,0.0
