frame,budget_pct,rule,comparator,scenario,difference,ci_low,ci_high,replicates,pointwise_exploratory
three_year_early,2,variance,mean,observed_only,-8.7587859549796,-21.33583714577128,-0.976994755829126,2000,True
three_year_early,2,variance,mean,missing_percentile_0,-5.2796349132663565,-19.360463975063578,1.7056022359304492,2000,True
three_year_early,2,variance,mean,missing_pool_mean,-7.528079138419095,-18.447146975569076,-0.9064340530393704,2000,True
three_year_early,2,variance,mean,missing_zero_citation_percentile,-5.905383247526849,-18.69496911130077,1.0938624632325926,2000,True
three_year_early,2,variance,D2,observed_only,1.0007232114281095,-6.743885413165821,10.177596734569473,2000,True
three_year_early,2,variance,D2,missing_percentile_0,4.251107563958826,-4.382077102977255,12.484927647888053,2000,True
three_year_early,2,variance,D2,missing_pool_mean,0.7121293535903064,-5.928474596584986,8.64956138736835,2000,True
three_year_early,2,variance,D2,missing_zero_citation_percentile,3.1024516563886593,-4.838849559255933,11.019488615856421,2000,True
three_year_early,5,variance,lottery,observed_only,1.4379923035618702,-3.0569077378180243,6.936969739349147,2000,True
three_year_early,5,variance,lottery,missing_percentile_0,0.9938065909954759,-3.39022845209164,6.2321718224812646,2000,True
three_year_early,5,variance,lottery,missing_pool_mean,1.1425725218436185,-2.6485098132396403,5.690013604138789,2000,True
three_year_early,5,variance,lottery,missing_zero_citation_percentile,1.0740635307901627,-2.9539922320859873,5.95048228208739,2000,True
three_year_early,5,variance,mean,observed_only,-10.907317354671143,-16.807769032305597,-3.187482538138014,2000,True
three_year_early,5,variance,mean,missing_percentile_0,-10.871235368087156,-17.107304778881137,-3.478992936355158,2000,True
three_year_early,5,variance,mean,missing_pool_mean,-9.49519162647546,-14.577692871332475,-3.0386340930619107,2000,True
three_year_early,5,variance,mean,missing_zero_citation_percentile,-10.397730104849785,-16.26058589315481,-3.515899503670965,2000,True
three_year_early,5,variance,D2,observed_only,4.884206512906225,-0.13596999929401415,10.943224399251601,2000,True
three_year_early,5,variance,D2,missing_percentile_0,6.569297283017239,1.6849084932564629,11.716165328106992,2000,True
three_year_early,5,variance,D2,missing_pool_mean,3.639798854947955,-0.29896651108831407,8.709225798053906,2000,True
three_year_early,5,variance,D2,missing_zero_citation_percentile,5.671692898928455,1.1489443132421218,10.595314567872203,2000,True
three_year_early,10,variance,lottery,observed_only,3.5752482578681892,0.4819381353284396,7.07093296514909,2000,True
three_year_early,10,variance,lottery,missing_percentile_0,3.6615094852013925,0.46872049129969734,7.1314744231353195,2000,True
three_year_early,10,variance,lottery,missing_pool_mean,2.9981648630742725,0.321807416920235,5.990104948087147,2000,True
three_year_early,10,variance,lottery,missing_zero_citation_percentile,3.4939706995078055,0.5287020255681185,6.756261201833366,2000,True
three_year_early,10,variance,mean,observed_only,-7.507820586258958,-11.61039472951264,-2.7087526595291833,2000,True
three_year_early,10,variance,mean,missing_percentile_0,-7.970878477715289,-12.165543224897657,-3.200992774880703,2000,True
three_year_early,10,variance,mean,missing_pool_mean,-6.677360957730656,-10.169146787149213,-2.4552876521926135,2000,True
three_year_early,10,variance,mean,missing_zero_citation_percentile,-7.516431646190888,-11.366056405783098,-3.0969637950009004,2000,True
three_year_early,10,variance,D2,observed_only,4.638993603159335,1.4564002226286934,8.883836091818981,2000,True
three_year_early,10,variance,D2,missing_percentile_0,5.823417147276956,2.740865835121284,9.527097689112283,2000,True
