id,frame,budget,rule,estimate,ci_low,ci_high,note
pairedall_two_year_full_max_resid_vs_D2_missing_pool_mean_b2,two_year_full,2%,max_resid minus D2,0.430616,-2.982035,3.177458,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_resid_vs_D2_missing_zero_citation_percentile_b2,two_year_full,2%,max_resid minus D2,0.051550,-3.405998,3.179344,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_lottery_vs_mean_observed_only_b2,two_year_full,2%,lottery minus mean,-8.269994,-14.137895,-3.876237,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_lottery_vs_mean_missing_percentile_0_b2,two_year_full,2%,lottery minus mean,-9.738586,-16.126789,-5.608414,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_lottery_vs_mean_missing_pool_mean_b2,two_year_full,2%,lottery minus mean,-6.174964,-10.894164,-2.869828,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_lottery_vs_mean_missing_zero_citation_percentile_b2,two_year_full,2%,lottery minus mean,-8.217256,-13.823446,-4.529011,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_lottery_vs_D2_observed_only_b2,two_year_full,2%,lottery minus D2,-1.481421,-6.861168,4.441572,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_lottery_vs_D2_missing_percentile_0_b2,two_year_full,2%,lottery minus D2,-1.076375,-5.749926,4.404711,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_lottery_vs_D2_missing_pool_mean_b2,two_year_full,2%,lottery minus D2,-0.996429,-4.640079,3.071388,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_lottery_vs_D2_missing_zero_citation_percentile_b2,two_year_full,2%,lottery minus D2,-1.059795,-5.131284,3.505089,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_D2_vs_lottery_observed_only_b5,two_year_full,5%,D2 minus lottery,-2.512911,-5.908787,1.062202,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_D2_vs_lottery_missing_percentile_0_b5,two_year_full,5%,D2 minus lottery,-3.643786,-6.453219,-0.515823,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_D2_vs_lottery_missing_pool_mean_b5,two_year_full,5%,D2 minus lottery,-1.539408,-3.762544,0.732992,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_D2_vs_lottery_missing_zero_citation_percentile_b5,two_year_full,5%,D2 minus lottery,-2.800222,-5.178228,-0.212172,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_D2_vs_mean_observed_only_b5,two_year_full,5%,D2 minus mean,-9.505245,-13.977995,-4.394851,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_D2_vs_mean_missing_percentile_0_b5,two_year_full,5%,D2 minus mean,-12.820916,-16.862802,-8.289867,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_D2_vs_mean_missing_pool_mean_b5,two_year_full,5%,D2 minus mean,-6.767869,-10.033338,-3.247431,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_D2_vs_mean_missing_zero_citation_percentile_b5,two_year_full,5%,D2 minus mean,-10.323969,-13.919992,-6.482071,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_mean_vs_lottery_observed_only_b5,two_year_full,5%,mean minus lottery,6.992334,3.684760,9.995469,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_mean_vs_lottery_missing_percentile_0_b5,two_year_full,5%,mean minus lottery,9.177129,5.917263,12.353131,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_mean_vs_lottery_missing_pool_mean_b5,two_year_full,5%,mean minus lottery,5.228461,2.652556,7.588671,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_mean_vs_lottery_missing_zero_citation_percentile_b5,two_year_full,5%,mean minus lottery,7.523747,4.711518,10.230806,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_mean_vs_D2_observed_only_b5,two_year_full,5%,mean minus D2,9.505245,4.394851,13.977995,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_mean_vs_D2_missing_percentile_0_b5,two_year_full,5%,mean minus D2,12.820916,8.289867,16.862802,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_mean_vs_D2_missing_pool_mean_b5,two_year_full,5%,mean minus D2,6.767869,3.247431,10.033338,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_mean_vs_D2_missing_zero_citation_percentile_b5,two_year_full,5%,mean minus D2,10.323969,6.482071,13.919992,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_variance_vs_lottery_observed_only_b5,two_year_full,5%,variance minus lottery,0.575320,-2.396841,4.544171,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_variance_vs_lottery_missing_percentile_0_b5,two_year_full,5%,variance minus lottery,1.084588,-1.818172,4.495714,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_variance_vs_lottery_missing_pool_mean_b5,two_year_full,5%,variance minus lottery,0.309004,-1.790750,3.052592,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_variance_vs_lottery_missing_zero_citation_percentile_b5,two_year_full,5%,variance minus lottery,0.719282,-1.706826,3.770645,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_variance_vs_mean_observed_only_b5,two_year_full,5%,variance minus mean,-6.417014,-10.469033,-0.971259,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_variance_vs_mean_missing_percentile_0_b5,two_year_full,5%,variance minus mean,-8.092541,-12.235571,-3.371122,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_variance_vs_mean_missing_pool_mean_b5,two_year_full,5%,variance minus mean,-4.919458,-7.958252,-0.923853,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_variance_vs_mean_missing_zero_citation_percentile_b5,two_year_full,5%,variance minus mean,-6.804466,-10.331902,-2.582600,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_variance_vs_D2_observed_only_b5,two_year_full,5%,variance minus D2,3.088231,-0.257517,7.284102,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_variance_vs_D2_missing_percentile_0_b5,two_year_full,5%,variance minus D2,4.728375,1.670918,8.062025,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_variance_vs_D2_missing_pool_mean_b5,two_year_full,5%,variance minus D2,1.848411,-0.387011,4.610646,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_variance_vs_D2_missing_zero_citation_percentile_b5,two_year_full,5%,variance minus D2,3.519504,1.027143,6.426802,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_vs_lottery_observed_only_b5,two_year_full,5%,max minus lottery,6.107337,2.814610,9.383237,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_vs_lottery_missing_percentile_0_b5,two_year_full,5%,max minus lottery,7.216927,4.158312,10.748898,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_vs_lottery_missing_pool_mean_b5,two_year_full,5%,max minus lottery,4.393929,1.959362,6.843152,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_vs_lottery_missing_zero_citation_percentile_b5,two_year_full,5%,max minus lottery,6.001406,3.376884,8.993940,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_vs_mean_observed_only_b5,two_year_full,5%,max minus mean,-0.884997,-4.803522,3.500445,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_vs_mean_missing_percentile_0_b5,two_year_full,5%,max minus mean,-1.960202,-5.847945,2.362152,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_vs_mean_missing_pool_mean_b5,two_year_full,5%,max minus mean,-0.834532,-3.780124,2.417526,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_vs_mean_missing_zero_citation_percentile_b5,two_year_full,5%,max minus mean,-1.522342,-4.829739,2.078543,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_vs_D2_observed_only_b5,two_year_full,5%,max minus D2,8.620248,4.013617,12.924501,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_vs_D2_missing_percentile_0_b5,two_year_full,5%,max minus D2,10.860714,6.985461,14.777822,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_vs_D2_missing_pool_mean_b5,two_year_full,5%,max minus D2,5.933337,2.797742,9.018172,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_vs_D2_missing_zero_citation_percentile_b5,two_year_full,5%,max minus D2,8.801628,5.335856,12.166994,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_resid_vs_lottery_observed_only_b5,two_year_full,5%,max_resid minus lottery,-0.312960,-3.952176,2.849042,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_resid_vs_lottery_missing_percentile_0_b5,two_year_full,5%,max_resid minus lottery,1.205173,-2.051710,3.983783,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_resid_vs_lottery_missing_pool_mean_b5,two_year_full,5%,max_resid minus lottery,-0.351983,-2.985140,1.924248,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_resid_vs_lottery_missing_zero_citation_percentile_b5,two_year_full,5%,max_resid minus lottery,0.508952,-2.356588,2.868455,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_resid_vs_mean_observed_only_b5,two_year_full,5%,max_resid minus mean,-7.305294,-11.917792,-2.863161,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_resid_vs_mean_missing_percentile_0_b5,two_year_full,5%,max_resid minus mean,-7.971956,-12.523282,-4.017090,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_resid_vs_mean_missing_pool_mean_b5,two_year_full,5%,max_resid minus mean,-5.580444,-9.003798,-2.219073,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_resid_vs_mean_missing_zero_citation_percentile_b5,two_year_full,5%,max_resid minus mean,-7.014796,-10.918830,-3.480990,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_resid_vs_D2_observed_only_b5,two_year_full,5%,max_resid minus D2,2.199951,-1.397549,5.207154,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_resid_vs_D2_missing_percentile_0_b5,two_year_full,5%,max_resid minus D2,4.848959,1.643760,7.110711,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_resid_vs_D2_missing_pool_mean_b5,two_year_full,5%,max_resid minus D2,1.187425,-1.214995,3.191453,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_resid_vs_D2_missing_zero_citation_percentile_b5,two_year_full,5%,max_resid minus D2,3.309174,0.656935,5.273650,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_lottery_vs_mean_observed_only_b5,two_year_full,5%,lottery minus mean,-6.992334,-9.995469,-3.684760,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_lottery_vs_mean_missing_percentile_0_b5,two_year_full,5%,lottery minus mean,-9.177129,-12.353131,-5.917263,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_lottery_vs_mean_missing_pool_mean_b5,two_year_full,5%,lottery minus mean,-5.228461,-7.588671,-2.652556,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_lottery_vs_mean_missing_zero_citation_percentile_b5,two_year_full,5%,lottery minus mean,-7.523747,-10.230806,-4.711518,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_lottery_vs_D2_observed_only_b5,two_year_full,5%,lottery minus D2,2.512911,-1.062202,5.908787,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_lottery_vs_D2_missing_percentile_0_b5,two_year_full,5%,lottery minus D2,3.643786,0.515823,6.453219,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_lottery_vs_D2_missing_pool_mean_b5,two_year_full,5%,lottery minus D2,1.539408,-0.732992,3.762544,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_lottery_vs_D2_missing_zero_citation_percentile_b5,two_year_full,5%,lottery minus D2,2.800222,0.212172,5.178228,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_D2_vs_lottery_observed_only_b10,two_year_full,10%,D2 minus lottery,-1.116338,-3.581674,1.024926,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_D2_vs_lottery_missing_percentile_0_b10,two_year_full,10%,D2 minus lottery,-1.517718,-3.770311,0.384460,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_D2_vs_lottery_missing_pool_mean_b10,two_year_full,10%,D2 minus lottery,-0.691122,-2.302834,0.720298,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_D2_vs_lottery_missing_zero_citation_percentile_b10,two_year_full,10%,D2 minus lottery,-1.160927,-3.075430,0.452675,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_D2_vs_mean_observed_only_b10,two_year_full,10%,D2 minus mean,-7.746828,-11.092085,-4.351304,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_D2_vs_mean_missing_percentile_0_b10,two_year_full,10%,D2 minus mean,-11.402049,-14.554297,-8.131003,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_D2_vs_mean_missing_pool_mean_b10,two_year_full,10%,D2 minus mean,-5.744516,-8.168946,-3.231608,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_D2_vs_mean_missing_zero_citation_percentile_b10,two_year_full,10%,D2 minus mean,-9.038833,-11.709658,-6.204571,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_mean_vs_lottery_observed_only_b10,two_year_full,10%,mean minus lottery,6.630489,4.114783,8.655400,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_mean_vs_lottery_missing_percentile_0_b10,two_year_full,10%,mean minus lottery,9.884331,7.302968,11.974441,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_mean_vs_lottery_missing_pool_mean_b10,two_year_full,10%,mean minus lottery,5.053393,3.024478,6.651064,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_mean_vs_lottery_missing_zero_citation_percentile_b10,two_year_full,10%,mean minus lottery,7.877905,5.557540,9.718259,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_mean_vs_D2_observed_only_b10,two_year_full,10%,mean minus D2,7.746828,4.351304,11.092085,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_mean_vs_D2_missing_percentile_0_b10,two_year_full,10%,mean minus D2,11.402049,8.131003,14.554297,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_mean_vs_D2_missing_pool_mean_b10,two_year_full,10%,mean minus D2,5.744516,3.231608,8.168946,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_mean_vs_D2_missing_zero_citation_percentile_b10,two_year_full,10%,mean minus D2,9.038833,6.204571,11.709658,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_variance_vs_lottery_observed_only_b10,two_year_full,10%,variance minus lottery,1.908284,-0.262848,4.288338,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_variance_vs_lottery_missing_percentile_0_b10,two_year_full,10%,variance minus lottery,2.767419,0.551592,4.820360,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_variance_vs_lottery_missing_pool_mean_b10,two_year_full,10%,variance minus lottery,1.314670,-0.259894,2.983142,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_variance_vs_lottery_missing_zero_citation_percentile_b10,two_year_full,10%,variance minus lottery,2.185549,0.320923,3.971392,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_variance_vs_mean_observed_only_b10,two_year_full,10%,variance minus mean,-4.722206,-7.590147,-1.179046,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_variance_vs_mean_missing_percentile_0_b10,two_year_full,10%,variance minus mean,-7.116912,-10.041073,-3.738780,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_variance_vs_mean_missing_pool_mean_b10,two_year_full,10%,variance minus mean,-3.738723,-5.886973,-1.063900,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_variance_vs_mean_missing_zero_citation_percentile_b10,two_year_full,10%,variance minus mean,-5.692356,-8.129711,-2.691629,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_variance_vs_D2_observed_only_b10,two_year_full,10%,variance minus D2,3.024622,0.507422,5.976325,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_variance_vs_D2_missing_percentile_0_b10,two_year_full,10%,variance minus D2,4.285136,2.118714,6.918905,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_variance_vs_D2_missing_pool_mean_b10,two_year_full,10%,variance minus D2,2.005793,0.252634,4.024684,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_variance_vs_D2_missing_zero_citation_percentile_b10,two_year_full,10%,variance minus D2,3.346476,1.515109,5.496220,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_vs_lottery_observed_only_b10,two_year_full,10%,max minus lottery,5.607561,3.593025,8.472578,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_vs_lottery_missing_percentile_0_b10,two_year_full,10%,max minus lottery,6.396859,4.481063,9.141721,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_vs_lottery_missing_pool_mean_b10,two_year_full,10%,max minus lottery,3.984296,2.519326,6.081825,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_vs_lottery_missing_zero_citation_percentile_b10,two_year_full,10%,max minus lottery,5.368801,3.713064,7.743534,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_vs_mean_observed_only_b10,two_year_full,10%,max minus mean,-1.022929,-2.985510,2.592266,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_vs_mean_missing_percentile_0_b10,two_year_full,10%,max minus mean,-3.487472,-5.438260,-0.081525,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_vs_mean_missing_pool_mean_b10,two_year_full,10%,max minus mean,-1.069097,-2.525794,1.642215,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_vs_mean_missing_zero_citation_percentile_b10,two_year_full,10%,max minus mean,-2.509105,-4.189803,0.486898,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_vs_D2_observed_only_b10,two_year_full,10%,max minus D2,6.723899,4.342304,10.236255,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_vs_D2_missing_percentile_0_b10,two_year_full,10%,max minus D2,7.914576,5.975471,11.323288,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_vs_D2_missing_pool_mean_b10,two_year_full,10%,max minus D2,4.675419,3.021350,7.173256,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_vs_D2_missing_zero_citation_percentile_b10,two_year_full,10%,max minus D2,6.529728,4.817553,9.448510,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_resid_vs_lottery_observed_only_b10,two_year_full,10%,max_resid minus lottery,-1.286355,-3.424854,1.225352,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_resid_vs_lottery_missing_percentile_0_b10,two_year_full,10%,max_resid minus lottery,-0.119043,-2.018393,2.106367,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_resid_vs_lottery_missing_pool_mean_b10,two_year_full,10%,max_resid minus lottery,-0.928337,-2.433047,0.824648,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_resid_vs_lottery_missing_zero_citation_percentile_b10,two_year_full,10%,max_resid minus lottery,-0.445524,-2.044990,1.444967,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_resid_vs_mean_observed_only_b10,two_year_full,10%,max_resid minus mean,-7.916844,-10.734318,-4.134303,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_resid_vs_mean_missing_percentile_0_b10,two_year_full,10%,max_resid minus mean,-10.003374,-12.598932,-6.431810,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_resid_vs_mean_missing_pool_mean_b10,two_year_full,10%,max_resid minus mean,-5.981730,-8.041719,-3.171199,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_resid_vs_mean_missing_zero_citation_percentile_b10,two_year_full,10%,max_resid minus mean,-8.323429,-10.520842,-5.267813,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_resid_vs_D2_observed_only_b10,two_year_full,10%,max_resid minus D2,-0.170017,-1.782795,2.386518,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_resid_vs_D2_missing_percentile_0_b10,two_year_full,10%,max_resid minus D2,1.398675,-0.021698,3.641316,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_resid_vs_D2_missing_pool_mean_b10,two_year_full,10%,max_resid minus D2,-0.237215,-1.335323,1.529271,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_max_resid_vs_D2_missing_zero_citation_percentile_b10,two_year_full,10%,max_resid minus D2,0.715404,-0.463130,2.637193,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_lottery_vs_mean_observed_only_b10,two_year_full,10%,lottery minus mean,-6.630489,-8.655400,-4.114783,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_lottery_vs_mean_missing_percentile_0_b10,two_year_full,10%,lottery minus mean,-9.884331,-11.974441,-7.302968,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_lottery_vs_mean_missing_pool_mean_b10,two_year_full,10%,lottery minus mean,-5.053393,-6.651064,-3.024478,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_lottery_vs_mean_missing_zero_citation_percentile_b10,two_year_full,10%,lottery minus mean,-7.877905,-9.718259,-5.557540,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_lottery_vs_D2_observed_only_b10,two_year_full,10%,lottery minus D2,1.116338,-1.024926,3.581674,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_lottery_vs_D2_missing_percentile_0_b10,two_year_full,10%,lottery minus D2,1.517718,-0.384460,3.770311,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_lottery_vs_D2_missing_pool_mean_b10,two_year_full,10%,lottery minus D2,0.691122,-0.720298,2.302834,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_two_year_full_lottery_vs_D2_missing_zero_citation_percentile_b10,two_year_full,10%,lottery minus D2,1.160927,-0.452675,3.075430,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
edition_2_2017_D2_observed_only,edition 2017,10%,D2,2.405445,-12.357970,13.330682,"single-edition yield, exploratory"
edition_2_2017_D2_missing_percentile_0,edition 2017,10%,D2,3.185730,-11.482369,14.020423,"single-edition yield, exploratory"
edition_2_2017_D2_missing_pool_mean,edition 2017,10%,D2,2.405445,-12.357970,13.330682,"single-edition yield, exploratory"
edition_2_2017_D2_missing_zero_citation_percentile,edition 2017,10%,D2,2.998279,-11.693187,13.826507,"single-edition yield, exploratory"
edition_2_2017_mean_observed_only,edition 2017,10%,mean,21.802534,8.097630,31.611992,"single-edition yield, exploratory"
edition_2_2017_mean_missing_percentile_0,edition 2017,10%,mean,22.582819,8.800821,32.368083,"single-edition yield, exploratory"
edition_2_2017_mean_missing_pool_mean,edition 2017,10%,mean,21.802534,8.097630,31.611992,"single-edition yield, exploratory"
edition_2_2017_mean_missing_zero_citation_percentile,edition 2017,10%,mean,22.395368,8.654049,32.169093,"single-edition yield, exploratory"
edition_2_2017_variance_observed_only,edition 2017,10%,variance,-2.501000,-15.129631,11.744002,"single-edition yield, exploratory"
edition_2_2017_variance_missing_percentile_0,edition 2017,10%,variance,-1.720715,-14.283495,12.474217,"single-edition yield, exploratory"
edition_2_2017_variance_missing_pool_mean,edition 2017,10%,variance,-2.501000,-15.129631,11.744002,"single-edition yield, exploratory"
edition_2_2017_variance_missing_zero_citation_percentile,edition 2017,10%,variance,-1.908166,-14.464710,12.324629,"single-edition yield, exploratory"
edition_2_2017_max_observed_only,edition 2017,10%,max,6.776546,-2.685588,21.352993,"single-edition yield, exploratory"
edition_2_2017_max_missing_percentile_0,edition 2017,10%,max,7.556832,-2.034936,22.101732,"single-edition yield, exploratory"
edition_2_2017_max_missing_pool_mean,edition 2017,10%,max,6.776546,-2.685588,21.352993,"single-edition yield, exploratory"
edition_2_2017_max_missing_zero_citation_percentile,edition 2017,10%,max,7.369381,-2.170626,21.959166,"single-edition yield, exploratory"
edition_2_2017_max_resid_observed_only,edition 2017,10%,max_resid,-2.532185,-12.255910,10.558792,"single-edition yield, exploratory"
edition_2_2017_max_resid_missing_percentile_0,edition 2017,10%,max_resid,-1.751900,-11.481965,11.406224,"single-edition yield, exploratory"
edition_2_2017_max_resid_missing_pool_mean,edition 2017,10%,max_resid,-2.532185,-12.255910,10.558792,"single-edition yield, exploratory"
edition_2_2017_max_resid_missing_zero_citation_percentile,edition 2017,10%,max_resid,-1.939351,-11.606851,11.174600,"single-edition yield, exploratory"
edition_2_2017_lottery_observed_only,edition 2017,10%,lottery,0.000000,0.000000,0.000000,"single-edition yield, exploratory"
