year,rejects,intercept,mean_coefficient,reviewer_count_coefficient,zero_citation_percentile,pool_mean_percentile
2017,244,-1.0199511789157758,1.0973167556478223,0.4388673521673722,6.964656964656965,37.54121034455762
2018,491,-2.5900445807426187,1.1462311820626865,0.9530282831528759,9.375,36.08999823446328
2019,917,-0.5358904507071521,1.1045331837157393,0.31620228777702164,11.971372804163956,39.298645372296505
2021,1735,-0.041426926422610096,1.069470389903271,0.21054549726825297,17.00136147038802,42.47494398746383
2022,1525,0.4119540748609858,1.0314370534629547,0.1855679783540587,13.553826199740596,44.23542626384603
